iter	MultiClass
167	0.01536395289
168	0.01529940602
169	0.0151514946
170	0.0148011963
171	0.0147588369
172	0.01470040817
173	0.01438989992
174	0.01417417113
175	0.01409849442
176	0.0140524166
177	0.01399497094
178	0.01389329272
179	0.01387302487
180	0.01379151429
181	0.01374542071
182	0.01365798312
183	0.01362265502
184	0.01330255203
185	0.01323275513
186	0.01319717353
187	0.01300380895
188	0.01297120255
189	0.01291030972
190	0.01286512316
191	0.0128263883
192	0.01278046351
193	0.01275380619
194	0.0126965889
195	0.01253544059
196	0.01228303662
197	0.01225852323
198	0.01221143147
199	0.01206726332
200	0.01186848771
201	0.01183565528
202	0.01166618301
203	0.01161116148
204	0.01131098981
205	0.01128328579
206	0.01112921977
207	0.01110954331
208	0.01095572726
209	0.01089250202
210	0.01073825631
211	0.01069897251
212	0.01063882372
213	0.01061069157
214	0.01054309142
215	0.01051521761
216	0.01046062335
217	0.01030758046
218	0.0102635322
219	0.01021651457
220	0.01018518539
221	0.0101318352
222	0.01006943133
223	0.0100323548
224	0.009874942845
225	0.00983243379
226	0.009817607453
227	0.009803793609
228	0.00965616536
229	0.009638119588
230	0.00960872219
231	0.009470765411
232	0.009438428111
233	0.009409079017
234	0.009280840331
235	0.009260949911
236	0.009243284606
237	0.009097904379
238	0.00908850644
239	0.009056960115
240	0.009018350126
241	0.008996074571
242	0.008976646686
243	0.00895421081
244	0.008935292286
245	0.008917576084
246	0.008783626999
247	0.008757724734
248	0.008724668177
249	0.008716060045
250	0.008538667338
251	0.008523578504
252	0.008504682862
253	0.008488461321
254	0.008392626236
255	0.008261968952
256	0.008235414238
257	0.008219434709
258	0.008192970472
259	0.008168569213
260	0.008161702817
261	0.00814510148
262	0.008126969628
263	0.008093357774
264	0.008062568499
265	0.007936859844
266	0.007825793854
267	0.007745245515
268	0.007724741027
269	0.007601122069
270	0.007461900248
271	0.007385750839
272	0.007314380877
273	0.007256258353
274	0.007235424301
275	0.007223560961
276	0.007221008946
277	0.007165565569
278	0.007154207441
279	0.00714225655
280	0.007115973036
281	0.007109292596
282	0.007103378605
283	0.007031861973
284	0.00696392368
285	0.006953827027
286	0.006898903428
287	0.006884981209
288	0.006872601844
289	0.006859021141
290	0.006850469258
291	0.006845122032
292	0.006815077451
293	0.006783346348
294	0.006727257119
295	0.006690288052
296	0.006660004244
297	0.006646349385
298	0.006635044401
299	0.006623642787
300	0.006569189305
301	0.006550882112
302	0.00647470538
303	0.006452205713
304	0.006433906945
305	0.006424075532
306	0.006397152805
307	0.006393563685
308	0.006378409164
309	0.006368920761
310	0.006349159335
311	0.006319432609
312	0.006303315338
313	0.006292404184
314	0.006280053631
315	0.006250916452
316	0.00623787227
317	0.006218007795
318	0.006209262788
319	0.006199468802
320	0.006151624724
321	0.00614095858
322	0.006044979811
323	0.006025498266
324	0.006012670989
325	0.006005089755
326	0.005956752842
327	0.005949465289
328	0.005941386762
329	0.005935522972
330	0.005919778822
331	0.005915410751
332	0.005886507846
333	0.005871045586
334	0.005815933007
335	0.005809857968
336	0.00579038216
337	0.0057817986
338	0.005772185332
339	0.00569280569
340	0.005681348748
341	0.005672510183
342	0.005666221203
343	0.005617045418
344	0.005596115865
345	0.005585710889
346	0.005577228773
347	0.005569321591
348	0.005526910822
349	0.005522934551
350	0.00551511365
351	0.005491275099
352	0.005486072117
353	0.005435813341
354	0.005431099081
355	0.005426425237
356	0.00542272357
357	0.005408971577
358	0.005380647333
359	0.005372733493
360	0.005315248075
361	0.005307377368
362	0.005224986771
363	0.00521971554
364	0.005169121243
365	0.005161952676
366	0.005157680041
367	0.005151837896
368	0.005095849062
369	0.005071897962
370	0.005060360195
371	0.005025408379
372	0.004985064852
373	0.004941924585
374	0.004932241674
375	0.004928640382
376	0.004884782197
377	0.004874256574
378	0.004868724424
379	0.004858761437
380	0.004816883639
381	0.004802102842
382	0.00479669921
383	0.004793155554
384	0.004788713682
385	0.00476719287
386	0.004763320974
387	0.004760380126
388	0.004725334453
389	0.004713823412
390	0.00468699671
391	0.004683000294
392	0.004678467473
393	0.00467040165
394	0.004664539588
395	0.004655144068
396	0.004651327734
397	0.004642632179
398	0.00462944237
399	0.004624242077
400	0.004611970238
401	0.004608606386
402	0.00460272545
403	0.004599725209
404	0.004595059145
405	0.004588263974
406	0.004557645022
407	0.004548672316
408	0.004542520443
409	0.004535790236
410	0.004532359904
411	0.004483388283
412	0.004481012012
413	0.004463120228
414	0.004430658645
415	0.004425598109
416	0.004418263252
417	0.00441590007
418	0.004401063045
419	0.004391363492
420	0.004355877881
421	0.004347600654
422	0.00434242995
423	0.004333051438
424	0.004322393066
425	0.004319293528
426	0.004280418021
427	0.004231893956
428	0.004229261234
429	0.004224977922
430	0.00421097883
431	0.004204799394
432	0.004201152824
433	0.004197347961
434	0.004191006988
435	0.004184201101
436	0.004161456011
437	0.004155166748
438	0.004151864587
439	0.004147030635
440	0.004139493316
441	0.004131644986
442	0.004126974541
443	0.004100108467
444	0.00405801032
445	0.004055791994
446	0.004023277291
447	0.004016246113
448	0.004010503674
449	0.004007639801
450	0.004002039575
451	0.003996357787
452	0.003993852819
453	0.003990290208
454	0.003962844233
455	0.003957636054
456	0.003938559458
457	0.003935737327
458	0.00393172012
459	0.00392306477
460	0.003903088416
461	0.003898661474
462	0.003895930453
463	0.003892777761
464	0.003871756196
465	0.003868494969
466	0.003863413032
467	0.00384134164
468	0.003829313704
469	0.003796399068
470	0.003773616213
471	0.003770451635
472	0.00376447516
473	0.003739538349
474	0.003734806025
475	0.003731296112
476	0.003711463483
477	0.003706569381
478	0.003680999138
479	0.003677577244
480	0.003676591353
481	0.003672994777
482	0.003667438089
483	0.003665737128
484	0.003663877877
485	0.003658216425
486	0.003653353161
487	0.003648955447
488	0.003637561692
489	0.003634283532
490	0.003609655089
491	0.003579007088
492	0.003566732938
493	0.003561309002
494	0.003558135745
495	0.003554374081
496	0.003551356075
497	0.003528895148
498	0.003526198019
499	0.003522098074
500	0.00351784242
501	0.003515883212
502	0.003513655394
503	0.003507704424
504	0.003501183696
505	0.003498745554
506	0.00349719125
507	0.003494887287
508	0.003490401756
509	0.003481291913
510	0.00347273298
511	0.003469251093
512	0.003463702029
513	0.003457718563
514	0.003453194167
515	0.003417120956
516	0.003411236813
517	0.003407860512
518	0.003404105171
519	0.003389582932
520	0.003356900275
521	0.003326660881
522	0.003321470409
523	0.003319444372
524	0.003317838718
525	0.003311108245
526	0.00327599536
527	0.003271479867
528	0.003270336121
529	0.003241173523
530	0.003239217756
531	0.003223560768
532	0.003219477778
533	0.003216238305
534	0.003210058597
535	0.003204168557
536	0.003201584544
537	0.003198081799
538	0.003189611076
539	0.003183249242
540	0.003179790812
541	0.003178377232
542	0.003174723597
543	0.003166671584
544	0.003149165754
545	0.003129404012
546	0.003127903833
547	0.003122345925
548	0.00311489075
549	0.003109481272
550	0.003108240607
551	0.003103394967
552	0.003081992769
553	0.003056574807
554	0.003051544787
555	0.003040405535
556	0.0030353128
557	0.003034306418
558	0.003013278409
559	0.003008429543
560	0.0030048786
561	0.002998568031
562	0.002993092242
563	0.002985738197
564	0.002977029527
565	0.002974555937
566	0.002957248624
567	0.00292311348
568	0.00291839371
569	0.002898843311
570	0.00288278187
571	0.002876790964
572	0.002873855073
573	0.002869692272
574	0.002854416537
575	0.002830347954
576	0.002828135572
577	0.002823715704
578	0.002821757127
579	0.002818155425
580	0.002811972786
581	0.002807769926
582	0.002804234629
583	0.002802394967
584	0.002793083232
585	0.002786323005
586	0.002783305069
587	0.002774361801
588	0.002772305708
589	0.002770097988
590	0.002753265901
591	0.002741592177
592	0.002737518578
593	0.002736207049
594	0.002726377054
595	0.002711970399
596	0.002709531543
597	0.002701885314
598	0.002700484576
599	0.002699237552
600	0.002688463294
601	0.002673031444
602	0.00266914282
603	0.002663909494
604	0.002650081841
605	0.002644878654
606	0.002641981158
607	0.002640409088
608	0.002638426386
609	0.002633680682
610	0.002615819835
611	0.002613441604
612	0.002600755839
613	0.002596751479
614	0.002594507038
615	0.00259119221
616	0.002588210756
617	0.002576278374
618	0.00257185418
619	0.00256677887
620	0.002563494618
621	0.002552613977
622	0.002541001304
623	0.002537712522
624	0.002534196333
625	0.002525526102
626	0.002516492377
627	0.002513388337
628	0.00250967714
629	0.002505975757
630	0.002503885553
631	0.002500182812
632	0.002497397899
633	0.002495239214
634	0.002491850276
635	0.002489135282
636	0.002487715247
637	0.002484754677
638	0.002483451046
639	0.002482049972
640	0.002479062187
641	0.002459521371
642	0.00245769714
643	0.002457472045
644	0.002453277355
645	0.002450473591
646	0.002448928867
647	0.002439315501
648	0.002437647836
649	0.002434116901
650	0.002431010276
651	0.002416759732
652	0.002409442204
653	0.002408504514
654	0.002403269385
655	0.002402088341
656	0.00240112716
657	0.00240004166
658	0.002385043552
659	0.002377238079
660	0.00237538181
661	0.002365088457
662	0.002360991333
663	0.002358491868
664	0.002343833533
665	0.002341958686
666	0.002329008924
667	0.002320698341
668	0.002318117037
669	0.002314687428
670	0.002310980785
671	0.002301427888
672	0.002299523439
673	0.002291922365
674	0.002291100832
675	0.002289458428
676	0.002288379101
677	0.00228652526
678	0.002284757789
679	0.002281114661
680	0.002279518067
681	0.002278550973
682	0.002276846902
683	0.002273866311
684	0.002272515539
685	0.002271666704
686	0.002269757572
687	0.002265055274
688	0.002258419682
689	0.002257234009
690	0.00225549872
691	0.002252952862
692	0.002239168156
693	0.002238083892
694	0.002228457535
695	0.002226135577
696	0.002223315067
697	0.002220317406
698	0.002218130605
699	0.002215910392
700	0.002205057656
701	0.00219994636
702	0.002185777067
703	0.002182714738
704	0.00218092987
705	0.002178935526
706	0.002177875261
707	0.002166332604
708	0.002157520638
709	0.002152170258
710	0.002150185685
711	0.002146608616
712	0.002145802958
713	0.002143172824
714	0.00214070585
715	0.002137433438
716	0.002131694285
717	0.002130107266
718	0.002128619599
719	0.002127527195
720	0.00211657217
721	0.002109113935
722	0.0021077665
723	0.002106861072
724	0.00210577365
725	0.002103631287
726	0.002096652768
727	0.0020950146
728	0.002093651719
729	0.002091944942
730	0.002090909022
731	0.002090341106
732	0.002088389195
733	0.002087560329
734	0.002086577543
735	0.002083819725
736	0.002080815544
737	0.002074870876
738	0.002063460321
739	0.002044710221
740	0.002039648545
741	0.002037956311
742	0.002030503272
743	0.002029715996
744	0.002028623738
745	0.00202682441
746	0.00202466882
747	0.002015749499
748	0.002015152474
749	0.002013322155
750	0.002012873901
751	0.002012175835
752	0.002001688745
753	0.001999307705
754	0.00199799839
755	0.001996058288
756	0.001994569667
757	0.001993419691
758	0.001992690812
759	0.001987464989
760	0.001984184052
761	0.001972223854
762	0.001970862475
763	0.001969585031
764	0.001967871201
765	0.001964725601
766	0.001964226368
767	0.001961385086
768	0.001958647479
769	0.001957915852
770	0.001952885941
771	0.001952012026
772	0.001951343431
773	0.00194018903
774	0.001938882205
775	0.001932162794
776	0.001924579756
777	0.001921617285
778	0.001920620834
779	0.001919108734
780	0.001917497787
781	0.001916864233
782	0.001914772252
783	0.001908608831
784	0.001906896388
785	0.001905003205
786	0.00190411754
787	0.001901820922
788	0.001900544752
789	0.001898605754
790	0.001893172448
791	0.001892131552
792	0.001890379444
793	0.00188359802
794	0.001881954005
795	0.001880169863
796	0.001871787508
797	0.00187067607
798	0.001869881067
799	0.001868066741
800	0.0018674699
801	0.001866658213
802	0.001858887922
803	0.001855352461
804	0.00185460647
805	0.001852716656
806	0.001848121525
807	0.001846580643
808	0.001844985481
809	0.001844195431
810	0.001840117113
811	0.001839198292
812	0.001838131974
813	0.001837552622
814	0.001836882855
815	0.001831423648
816	0.00182814953
817	0.001827204438
818	0.00182564212
819	0.001825042948
820	0.001818319703
821	0.001808130865
822	0.001806343261
823	0.001796897257
824	0.001795355145
825	0.001793435497
826	0.001790202745
827	0.001789405309
828	0.001788874062
829	0.001787531913
830	0.001786919863
831	0.001785460452
832	0.001783935838
833	0.001782718448
834	0.001781496519
835	0.001773843617
836	0.001768392238
837	0.001767660675
838	0.001766644266
839	0.001765508031
840	0.001765013957
841	0.001763571973
842	0.00176303306
843	0.001761931209
844	0.001759426861
845	0.001758666652
846	0.001758013888
847	0.001757553227
848	0.001752454932
849	0.001741953116
850	0.001740167002
851	0.001738556935
852	0.00173742648
853	0.001731008929
854	0.00172997294
855	0.001724389551
856	0.001722090969
857	0.001713553547
858	0.001708965469
859	0.001707890291
860	0.001702244677
861	0.00170151415
862	0.001700714523
863	0.001698734364
864	0.001691482952
865	0.00169019292
866	0.001689319356
867	0.001681606183
868	0.001680345559
869	0.001673353849
870	0.001672711193
871	0.001667482515
872	0.001666714029
873	0.001665971208
874	0.001665362814
875	0.001664873874
876	0.001663902419
877	0.001655230375
878	0.001653904674
879	0.001650284082
880	0.001649075468
881	0.001641848807
882	0.001641345315
883	0.001640492429
884	0.001631875668
885	0.00163108894
886	0.001630715982
887	0.001627124679
888	0.001626490947
889	0.001621966144
890	0.001621145656
891	0.001620213639
892	0.001618612176
893	0.001615165883
894	0.001609400845
895	0.001608355076
896	0.001607004667
897	0.001601275013
898	0.00160100557
899	0.001599395525
900	0.001592556495
901	0.001591560994
902	0.001590761304
903	0.001589818171
904	0.00158828508
905	0.001586592368
906	0.001582542658
907	0.001581982465
908	0.001577296618
909	0.001575958387
910	0.001574809736
911	0.00157268072
912	0.001566711918
913	0.001565830722
914	0.001564897515
915	0.001563575338
916	0.001562560624
917	0.001562106117
918	0.001561480833
919	0.001554093913
920	0.001553613216
921	0.001552457043
922	0.001551189751
923	0.001550363072
924	0.001548571435
925	0.001547009738
926	0.001540510666
927	0.001540162563
928	0.001538175557
929	0.001536263071
930	0.001535253608
931	0.001534726345
932	0.001528496197
933	0.001527122736
934	0.001526431733
935	0.001525584938
936	0.001524607668
937	0.001518096299
938	0.001512999642
939	0.001510826943
940	0.001508920592
941	0.001504895198
942	0.00150365467
943	0.001502916806
944	0.00150127423
945	0.001500689822
946	0.00149892055
947	0.001495205679
948	0.001494686786
949	0.001493223524
950	0.001492570003
951	0.001491137026
952	0.001490082549
953	0.001488616522
954	0.001487541092
955	0.00148374033
956	0.001483212493
957	0.001482831735
958	0.001481983058
959	0.001480711336
960	0.001477908223
961	0.001476900152
962	0.001476457841
963	0.001472716364
964	0.001468826074
965	0.001467246524
966	0.001466437043
967	0.001459896925
968	0.001459283281
969	0.001458070061
970	0.001454012867
971	0.001451353868
972	0.0014503574
973	0.001449957351
974	0.001449516357
975	0.001448812406
976	0.001448549286
977	0.001445841256
978	0.001445095159
979	0.001442868833
980	0.001441356919
981	0.001439621365
982	0.00143868553
983	0.001436543072
984	0.001434119121
985	0.001433687069
986	0.001433520488
987	0.001432274256
988	0.001427141284
989	0.001424358642
990	0.001418464233
991	0.001417461022
992	0.001416243199
993	0.00141012429
994	0.001409446373
995	0.001405074284
996	0.001403795142
997	0.001403073093
998	0.00140136342
999	0.001400950752
